-1.1481851,0.33431178,0.89630955,1.4931005,-0.44159597,0.37647462,0.008224444,-1.2915574,-0.074714236,-1.1130732,-1.8657416,-1.3779984,-0.7015839,-2.145065,-2.3429754,-0.68464845,-0.4682531,-0.95517164,-4.0277576,-1.2818772
-1.3474191,-1.0340441,1.9414765,-0.74763817,2.4063318,-2.434994,4.1842866,-2.9840107,-2.563229,0.711235,5.575262,-3.7392707,1.4379536,-1.663127,-1.4948759,-1.386667,2.9099483,1.8809155,-1.6330919,-1.4731661
0.7408956,1.6954427,0.8860695,0.23686947,0.49989074,-0.09200375,-0.16557975,-2.3814096,-3.0152855,-2.4777448,-2.3124516,-1.2024158,-0.5948051,5.84636,-0.74256414,-2.6217053,-2.8261688,-3.3048885,0.5763602,-1.528928
0.06653849,0.6338452,0.8420566,0.7794254,0.33947125,0.33016533,1.0248367,-0.56642896,-1.5952393,0.6656032,3.5547688,-0.12234985,-0.09626436,-0.16010343,0.24567188,2.5514946,-0.38170183,0.26193613,2.1626632,-0.83884996
-1.2381632,-0.22878793,1.6389744,-0.37568226,-1.2089933,1.8420037,0.0021937666,0.8561767,0.8364113,-0.31306988,-1.3167672,-0.6622826,-1.4721637,-0.9241151,0.69114184,-0.43594304,-0.111854024,0.019589284,-0.263553,-0.23657252
-2.088973,-2.8517594,-8.808417,-5.6149545,-10.967467,-9.164651,-2.3008938,-6.0332537,-2.0816958,1.3535556,-0.2886311,2.575913,1.4118083,2.1963825,1.8320197,-0.4823663,0.8554845,0.3850372,-2.1501248,-2.415276
-0.10209664,-2.470145,-1.9377959,1.5673372,-3.3129728,1.2985474,-5.6089725,-2.7972775,-1.4104524,-0.6737518,2.1033354,0.7766471,-4.616819,-2.6177218,-3.1662958,-0.10603157,1.4442344,-1.746103,-0.74944925,2.4184334
-0.4136502,0.7796168,0.29375848,-0.6541735,-1.46095,-1.2183456,0.51149535,-0.50031984,-1.18862,-0.27506503,-1.0737981,-1.062395,-1.4026114,3.1441715,-0.4218929,-0.2971131,1.9744682,-1.0564517,0.69915324,-1.9494559
1.3106883,0.34372574,1.3689419,2.195154,0.9653141,0.633937,-2.3564188,-0.6959496,-6.078208,2.352469,-1.4028385,-1.3743013,-1.8160728,-1.9621638,-0.46905088,0.8616668,2.3399343,-1.271243,0.88996595,-1.0368506
-1.1222703,0.102608755,-0.25397348,-0.85636467,3.3815973,-1.6943935,-2.6416655,4.191038,-2.084797,-1.9557296,-6.2201643,-0.06118559,-4.225628,-2.9787889,-4.1515136,3.3696272,-1.3798581,-3.04449,0.9034915,-1.1022474
-0.9166023,0.6197901,2.9763904,-0.8736327,-1.7223521,5.0294366,-1.8682408,-1.4168977,-2.645996,-2.177131,-7.659545,-4.3576374,-6.568958,-3.5734081,0.87850404,-4.5952115,-8.76781,-4.9995575,-2.256508,-0.84390885
0.06463494,0.22150491,-2.6182077,-3.179138,0.48439032,-1.7930725,-5.0291147,-5.5889397,-4.0941916,-5.0177727,-10.766193,-4.240424,-4.2704515,0.06772506,-3.8441215,2.1081464,-5.627075,-3.385512,-1.4450666,2.5648525
-0.9373168,0.52628577,1.07861,0.8508357,-0.2841516,-0.646273,-1.9093443,-0.79395413,0.25268072,-0.28215337,0.97755045,-2.0782201,-2.3987994,-1.6737741,-2.587025,-1.0456572,-4.189428,-0.8793434,5.3172297,-0.37138417
-1.1681981,-0.49788582,-1.5211779,-5.0393195,-7.2391253,-5.505007,-4.2007313,1.694638,3.5305665,-0.0044391416,-1.7462375,3.1235,0.44023025,2.2328458,0.90821356,0.2799389,-0.25157908,-3.0099885,-3.8932626,-3.620935
-0.762198,1.8518943,0.98444897,-1.2468748,-5.309337,-1.2089822,-4.08767,-4.7754664,-3.0841274,-4.2542405,-4.8317466,-1.5045705,-0.8738439,1.6943882,2.2065918,3.417662,-1.0039573,-1.6568373,-0.01694187,-1.383917
-0.47036296,0.9475441,-0.25825778,-0.49760073,-0.91609704,0.30925846,-0.9142211,-2.3632133,-0.76628906,-0.05273426,0.15397553,-1.3355612,4.531336,0.5721008,-0.6527292,0.19360845,-4.094212,-0.43841067,2.6276386,-1.0342946
0.048315942,0.47680542,0.3877314,-0.8962975,-1.2237381,-1.7646953,-0.41220096,0.5748874,-1.4733335,0.21576518,-0.63495,-0.31844035,-2.75728,-0.6033289,-0.29787555,-2.0823448,-2.0221457,-0.9480912,1.0943754,0.86574334
-2.6644034,-0.3307899,0.618894,1.3476362,0.13616952,-1.0188807,-3.1790693,-1.6669827,-3.3316073,5.3906617,7.6153965,-0.4715295,-1.8771129,-2.4810789,-4.9838676,-1.2954975,-7.0949483,-1.2153461,-1.7442468,-0.38325527
-0.91673785,1.6109425,0.50240725,-0.26288265,-0.0880062,-2.231411,-4.722223,-3.162949,-5.3365774,-3.4421601,-5.6390657,-3.929163,2.6094506,0.24649781,3.859083,-9.465727,-3.994052,-1.0819422,-3.2739065,-1.8944155
-1.0134395,0.84945506,0.99962074,1.042841,0.5197326,-1.6662843,0.4457737,-0.3612724,-2.5958095,-1.0163463,-1.7980219,1.0522162,-4.444586,-0.7010396,-2.2097194,0.2868736,-1.8907667,-1.2207341,-1.6141374,-1.1488829
-1.143761,0.032973737,0.1673577,0.42172748,-1.339838,-1.829919,-0.85727924,2.3094628,2.9499052,-1.5922158,-2.6696746,-2.3683753,-3.8455555,-4.0022926,-4.3359995,1.9502513,-3.3601747,4.3178225,-3.3580453,-0.9647108
-0.40735224,0.08122149,0.3810114,0.08331934,0.6861186,-1.0321971,2.501598,1.1552643,2.5005922,0.4115944,0.5575364,-0.067736365,0.03237469,-0.16530116,-1.0222615,1.3650047,1.1068867,-1.0964652,-0.44617087,-1.5925202
-0.7932494,-0.5429488,1.987118,0.90901566,-1.1710827,-0.62481976,1.3627843,4.7723293,3.552569,-0.6351958,0.18532081,-1.7274389,4.1831684,-3.5595095,-3.074043,-0.6788928,2.4494677,-3.52282,-3.6382685,-1.5457299
-0.23503293,0.92593765,-0.38562694,-1.0207963,-8.319234,-4.534931,1.4211816,1.3378721,-4.074811,-0.3490701,-2.8753176,1.2387769,-1.3874247,1.9596899,-4.740043,3.7600818,6.064584,-1.3969717,5.3390107,-0.25127023
-0.9736321,-0.52811545,1.1566561,0.047854695,2.2197986,-0.40145493,-0.14236902,-0.03123633,-0.50339854,3.3612897,-0.8168644,-0.22426915,-0.81382775,-1.657596,-2.7081969,-1.0811788,-1.1753247,-1.5577749,-1.6569189,-0.9049063
0.3621532,-1.8451447,0.14139332,-2.7118785,-0.8490616,-1.4888568,-1.480888,-2.1285388,1.0960038,4.1658125,0.15727502,2.9745595,-0.45026538,0.025940161,1.2355876,-1.7047641,-2.4834,-2.3803978,-0.6133377,-1.5883998
-1.0271515,-1.4291416,0.91240096,0.015726693,0.7879122,0.48097456,1.3942981,0.7499814,0.9441843,2.3862686,-1.2746742,1.309607,-0.4080519,1.0290315,-0.8344401,1.2473375,0.49947655,-1.6122345,-0.16763762,-0.64634335
